Filename                                                  Regions    Missed Regions     Cover   Functions  Missed Functions  Executed       Lines      Missed Lines     Cover    Branches   Missed Branches     Cover
proptest/src/lib.rs                                            30                 0   100.00%           3                 0   100.00%          18                 0   100.00%           0                 0         -
proptest/src/macros.rs                                         20                 0   100.00%           5                 0   100.00%          14                 0   100.00%           0                 0         -
proptest/src/num.rs                                          1175               103    91.23%         115                 9    92.17%         723                41    94.33%          40                 2    95.00%
proptest/src/num/float_samplers.rs                            935                38    95.94%          77                 0   100.00%         591                42    92.89%          26                 8    69.23%
proptest/src/option.rs                                        162                51    68.52%          25                 7    72.00%         102                32    68.63%          16                10    37.50%
proptest/src/path.rs                                           19                 8    57.89%           5                 2    60.00%          21                 8    61.90%           0                 0         -
proptest/src/range_subset.rs                                  313                41    86.90%          17                 4    76.47%         181                32    82.32%          16                 5    68.75%
proptest/src/result.rs                                        257                44    82.88%          23                 6    73.91%         142                22    84.51%          28                12    57.14%
proptest/src/sample.rs                                        650                83    87.23%          46                 7    84.78%         329                41    87.54%          24                 3    87.50%
proptest/src/strategy/filter.rs                               109                17    84.40%          13                 1    92.31%          74                 8    89.19%          16                 3    81.25%
proptest/src/strategy/filter_map.rs                           160                45    71.88%          17                 4    76.47%         115                30    73.91%          22                 6    72.73%
proptest/src/strategy/flatten.rs                              266                41    84.59%          23                 3    86.96%         163                24    85.28%          28                 3    89.29%
proptest/src/strategy/fuse.rs                                 108                17    84.26%          16                 4    75.00%         104                15    85.58%          18                 3    83.33%
proptest/src/strategy/just.rs                                  38                10    73.68%          11                 2    81.82%          37                 6    83.78%           0                 0         -
proptest/src/strategy/lazy.rs                                 116                38    67.24%          12                 3    75.00%          88                20    77.27%           6                 1    83.33%
proptest/src/strategy/map.rs                                  196                73    62.76%          32                11    65.62%         124                50    59.68%           0                 0         -
proptest/src/strategy/recursive.rs                            170                29    82.94%          10                 2    80.00%          93                18    80.65%           4                 0   100.00%
proptest/src/strategy/shuffle.rs                              285                18    93.68%          21                 1    95.24%         157                 8    94.90%          34                 3    91.18%
proptest/src/strategy/statics.rs                              158                33    79.11%          22                 3    86.36%         101                17    83.17%          16                 6    62.50%
proptest/src/strategy/traits.rs                               385                38    90.13%          48                 5    89.58%         369                78    78.86%          36                12    66.67%
proptest/src/strategy/unions.rs                               781                77    90.14%          52                 4    92.31%         452                47    89.60%          44                 5    88.64%
proptest/src/strict.rs                                        210                16    92.38%          25                 1    96.00%         181                15    91.71%           0                 0         -
proptest/src/string.rs                                        668                96    85.63%          74                13    82.43%         370                47    87.30%          46                 9    80.43%
proptest/src/sugar.rs                                         613                81    86.79%          56                 4    92.86%         468                57    87.82%           2                 1    50.00%
proptest/src/test_runner.rs                                     8                 8     0.00%           2                 2     0.00%           6                 6     0.00%           0                 0         -
proptest/src/test_runner/config.rs                            231                87    62.34%          27                 9    66.67%         199                62    68.84%          48                21    56.25%
proptest/src/test_runner/diagnostics.rs                       232                65    71.98%          24                 7    70.83%         174                42    75.86%           6                 2    66.67%
proptest/src/test_runner/errors.rs                             46                26    43.48%           8                 4    50.00%          32                17    46.88%           0                 0         -
proptest/src/test_runner/failure_persistence.rs                21                 0   100.00%           4                 0   100.00%          12                 0   100.00%           0                 0         -
proptest/src/test_runner/failure_persistence/file.rs          595                73    87.73%          39                 1    97.44%         321                47    85.36%          26                 7    73.08%
proptest/src/test_runner/failure_persistence/map.rs            94                19    79.79%          11                 4    63.64%          48                12    75.00%           2                 1    50.00%
proptest/src/test_runner/reason.rs                             18                 4    77.78%           5                 1    80.00%          15                 3    80.00%           0                 0         -
proptest/src/test_runner/replay.rs                            241                44    81.74%          15                 0   100.00%         146                15    89.73%           8                 2    75.00%
proptest/src/test_runner/result_cache.rs                       85                 5    94.12%          13                 0   100.00%          53                 3    94.34%           2                 1    50.00%
proptest/src/test_runner/rng.rs                               888                59    93.36%          53                 3    94.34%         528                31    94.13%          10                 1    90.00%
proptest/src/test_runner/runner.rs                           1341               196    85.38%         125                21    83.20%         941               118    87.46%         108                23    78.70%
proptest/src/test_runner/scoped_panic_hook.rs                  73                13    82.19%           8                 1    87.50%          43                 8    81.40%           4                 4     0.00%
proptest/src/tuple.rs                                         104                 7    93.27%           9                 0   100.00%          74                 1    98.65%           6                 0   100.00%
xtask/src/extensions.rs                                         3                 0   100.00%           1                 0   100.00%           3                 0   100.00%           0                 0         -
xtask/src/lib.rs                                               35                21    40.00%           5                 4    20.00%          22                14    36.36%           0                 0         -
xtask/src/main.rs                                               3                 3     0.00%           1                 1     0.00%           3                 3     0.00%           0                 0         -
xtask/src/precommit_hook.rs                                     3                 3     0.00%           1                 1     0.00%           3                 3     0.00%           0                 0         -
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
TOTAL                                                       19758              2574    86.97%        1830               226    87.65%       12152              1541    87.32%        1196               279    76.67%
